13_pre_00000.jpg,13_post_00000.jpg,1
13_pre_00001.jpg,13_post_00001.jpg,1
13_pre_00002.jpg,13_post_00002.jpg,1
13_pre_00003.jpg,13_post_00003.jpg,0
13_pre_00004.jpg,13_post_00004.jpg,0
13_pre_00005.jpg,13_post_00005.jpg,0
13_pre_00006.jpg,13_post_00006.jpg,0
13_pre_00007.jpg,13_post_00007.jpg,0
13_pre_00008.jpg,13_post_00008.jpg,0
13_pre_00009.jpg,13_post_00009.jpg,0
13_pre_00010.jpg,13_post_00010.jpg,0
13_pre_00011.jpg,13_post_00011.jpg,0
13_pre_00012.jpg,13_post_00012.jpg,0
13_pre_00013.jpg,13_post_00013.jpg,0
