20_pre_00000.jpg,20_post_00000.jpg,1
20_pre_00001.jpg,20_post_00001.jpg,1
20_pre_00002.jpg,20_post_00002.jpg,1
20_pre_00003.jpg,20_post_00003.jpg,1
20_pre_00004.jpg,20_post_00004.jpg,1
20_pre_00005.jpg,20_post_00005.jpg,1
20_pre_00006.jpg,20_post_00006.jpg,1
20_pre_00007.jpg,20_post_00007.jpg,1
20_pre_00008.jpg,20_post_00008.jpg,1
20_pre_00009.jpg,20_post_00009.jpg,1
20_pre_00010.jpg,20_post_00010.jpg,0
20_pre_00011.jpg,20_post_00011.jpg,0
20_pre_00012.jpg,20_post_00012.jpg,0
20_pre_00013.jpg,20_post_00013.jpg,0
20_pre_00014.jpg,20_post_00014.jpg,0
20_pre_00015.jpg,20_post_00015.jpg,1
20_pre_00016.jpg,20_post_00016.jpg,1
20_pre_00017.jpg,20_post_00017.jpg,1
20_pre_00018.jpg,20_post_00018.jpg,1
20_pre_00019.jpg,20_post_00019.jpg,1
20_pre_00020.jpg,20_post_00020.jpg,1
20_pre_00021.jpg,20_post_00021.jpg,0
20_pre_00022.jpg,20_post_00022.jpg,0
